"roi","class_name","worms","username"
"D20180405T171314_IFCB115_00531","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00532","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00533","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00534","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00535","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00536","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00537","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00538","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00539","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00540","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00541","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00542","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00543","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00544","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00545","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00546","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00547","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00548","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00549","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00550","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00551","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00552","Mesodinium",179320,"kkenitz"
"D20180405T171314_IFCB115_00553","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00554","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00555","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00556","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00557","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00558","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00559","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00560","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00561","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00562","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00563","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00564","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00565","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00566","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00567","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00568","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00569","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00570","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00571","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00572","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00573","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00574","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00575","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00576","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00577","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00578","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00579","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00580","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00581","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00582","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00583","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00584","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00585","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00586","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00587","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00588","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00589","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00590","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00591","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00592","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00593","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00594","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00595","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00596","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00597","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00598","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00599","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00600","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00601","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00602","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00603","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00604","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00605","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00606","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00607","Ceratium furca",840627,"kkenitz"
"D20180405T171314_IFCB115_00608","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00609","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00610","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00611","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00612","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00613","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00614","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00615","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00616","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00617","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00618","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00619","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00620","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00621","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00622","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00623","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00624","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00625","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00626","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00627","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00628","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00629","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00630","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00631","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00632","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00633","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00634","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00635","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00636","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00637","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00638","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00639","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00640","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00641","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00642","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00643","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00644","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00645","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00646","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00647","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00648","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00649","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00650","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00651","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00652","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00653","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00654","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00655","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00656","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00657","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00658","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00659","Chaetoceros single",NULL,"kkenitz"
"D20180405T171314_IFCB115_00660","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00661","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00662","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00663","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00664","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00665","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00666","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00667","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00668","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00669","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00670","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00671","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00672","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00673","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00674","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00675","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00676","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00677","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00678","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00679","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T171314_IFCB115_00680","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00681","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00682","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00683","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00684","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00685","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00686","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00687","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00688","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00689","Ceratium fusus",109951,"kkenitz"
"D20180405T171314_IFCB115_00690","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00691","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00692","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00693","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00694","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00695","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00696","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00697","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00698","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00699","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00700","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00701","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00702","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00703","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00704","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00705","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00706","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00707","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00708","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00709","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00710","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00711","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00712","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00713","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00714","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00715","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00716","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00717","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00718","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00719","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00720","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00721","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00722","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00723","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00724","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00725","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00726","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00727","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00728","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00729","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00730","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00731","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00732","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00733","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00734","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00735","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00736","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00737","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00738","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00739","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00740","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00741","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00742","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00743","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00744","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00745","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00746","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00747","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00748","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00749","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00750","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00751","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00752","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00753","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00754","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00755","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00756","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00757","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00758","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00759","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00760","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00761","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00762","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00763","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00764","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00765","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00766","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00767","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00768","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00769","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00770","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00771","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00772","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00773","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00774","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00775","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00776","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00777","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00778","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00779","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00780","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00781","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00782","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00783","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00784","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00785","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00786","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00787","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00788","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00789","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00790","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00791","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00792","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00793","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00794","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00795","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00796","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00797","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00798","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00799","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00800","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00801","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00802","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00803","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00804","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00805","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00806","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00807","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00808","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00809","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00810","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00811","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00812","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00813","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00814","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00815","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00816","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00817","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00818","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00819","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00820","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00821","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00822","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00823","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00824","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00825","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00826","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00827","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00828","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00829","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00830","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00831","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00832","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00833","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00834","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00835","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00836","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00837","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00838","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00839","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00840","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00841","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00842","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00843","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00844","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00845","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00846","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00847","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00848","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00849","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00850","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00851","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00852","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00853","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00854","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00855","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00856","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00857","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00858","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00859","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00860","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00861","Lingulodinium",233592,"jaymesmi"
"D20180405T171314_IFCB115_00862","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00863","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00864","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00865","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00866","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00867","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00868","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00869","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00870","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00871","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00872","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00873","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00874","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00875","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00876","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00877","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00878","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00879","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00880","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00881","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00882","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00883","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00884","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00885","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00886","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00887","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00888","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00889","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00890","ciliate",1348,"hsosik"
"D20180405T171314_IFCB115_00891","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00892","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00893","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00894","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00895","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00896","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00897","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00898","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00899","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00900","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00901","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00902","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00903","Gyrodinium",109476,"rshipe"
"D20180405T171314_IFCB115_00904","Dinophyceae",19542,"hsosik"
"D20180405T171314_IFCB115_00905","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00906","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00907","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00908","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00909","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00910","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00911","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00912","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00913","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00914","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00915","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00916","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00917","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00918","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00919","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00920","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00921","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00922","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00923","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00924","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00925","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00926","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00927","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00928","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00929","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00930","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00931","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00932","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00933","Dinophysis acuminata",109603,"jaymesmi"
"D20180405T171314_IFCB115_00934","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00935","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00936","Ceratium furca",840627,"kkenitz"
"D20180405T171314_IFCB115_00937","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00938","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00939","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00940","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00941","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00942","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00943","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00944","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00945","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T171314_IFCB115_00946","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00947","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00948","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00949","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00950","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00951","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00952","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00953","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00954","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00955","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00956","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00957","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00958","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T171314_IFCB115_00959","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00960","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00961","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00962","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00963","mix",NULL,"hsosik"
"D20180405T171314_IFCB115_00964","mix",NULL,"hsosik"
